genome	biosample	clade	label
GCA_017715575.1_PDT000996671.1	SAMN18323930	II	human
GCA_017715555.1_PDT000996715.1	SAMN18323971	II	human
GCA_017715535.1_PDT000996726.1	SAMN18323970	II	human
GCA_017715515.1_PDT000996737.1	SAMN18323969	II	human
GCA_017715495.1_PDT000996781.1	SAMN18323965	II	human
GCA_017715475.1_PDT000996832.1	SAMN18324014	II	human
GCA_017715455.1_PDT000996920.1	SAMN18324006	II	human
GCA_017715435.1_PDT000996909.1	SAMN18324007	II	human
GCA_017715415.1_PDT000995856.1	SAMN17831788	I	human
GCA_017715395.1_PDT000996964.1	SAMN18324002	II	human
GCA_017715375.1_PDT000996986.1	SAMN18324000	II	human
GCA_017715355.1_PDT000995857.1	SAMN17831787	I	human
GCA_017715335.1_PDT000995862.1	SAMN17831784	I	human
GCA_017715315.1_PDT000995867.1	SAMN17831779	I	human
GCA_017715295.1_PDT000995868.1	SAMN17831778	I	human
GCA_017713975.1_PDT000996290.1	SAMN18324231	II	human
GCA_017713955.1_PDT000996293.1	SAMN18324228	II	human
GCA_017713935.1_PDT000996309.1	SAMN18323954	II	human
GCA_017713915.1_PDT000996392.1	SAMN18324139	II	human
GCA_017713875.1_PDT000996390.1	SAMN18324141	II	human
GCA_017713885.1_PDT000996329.1	SAMN18324196	II	human
GCA_017713855.1_PDT000996366.1	SAMN18324163	II	human
GCA_017713835.1_PDT000996396.1	SAMN18324135	II	human
GCA_017713815.1_PDT000996407.1	SAMN18324125	II	human
GCA_017713795.1_PDT000996406.1	SAMN18324126	II	human
GCA_017713775.1_PDT000996412.1	SAMN18324122	II	human
GCA_017713755.1_PDT000996410.1	SAMN18324124	II	human
GCA_017713735.1_PDT000996421.1	SAMN18324114	II	human
GCA_017713715.1_PDT000996446.1	SAMN18324091	II	human
GCA_017713695.1_PDT000996471.1	SAMN18324068	II	human
GCA_017713675.1_PDT000996456.1	SAMN18324082	II	human
GCA_017713655.1_PDT000996463.1	SAMN18324075	II	human
GCA_017713635.1_PDT000996472.1	SAMN18324067	II	human
GCA_017713615.1_PDT000996473.1	SAMN18324066	II	human
GCA_017713595.1_PDT000996477.1	SAMN18324063	II	human
GCA_017713575.1_PDT000996512.1	SAMN18324031	II	human
GCA_017713555.1_PDT000996771.1	SAMN18324334	II	human
GCA_017713535.1_PDT000996707.1	SAMN18324392	II	human
GCA_017713515.1_PDT000996604.1	SAMN18323981	II	human
GCA_017713475.1_PDT000996773.1	SAMN18324332	II	human
GCA_017713495.1_PDT000996793.1	SAMN18323964	II	human
GCA_017713455.1_PDT000996824.1	SAMN18324015	II	human
GCA_017713435.1_PDT000996812.1	SAMN18324297	II	human
GCA_017713415.1_PDT000997108.1	SAMN18323989	II	human
GCA_017713395.1_PDT000997118.1	SAMN18324022	II	human
GCA_017712615.1_PDT000996273.1	SAMN18324246	II	human
GCA_017712595.1_PDT000996228.1	SAMN18324287	II	human
GCA_017712575.1_PDT000996285.1	SAMN18324235	II	human
GCA_017712555.1_PDT000996767.1	SAMN18324337	II	human
GCA_017712535.1_PDT000996768.1	SAMN18324336	II	human
GCA_017712515.1_PDT000996823.1	SAMN18324016	II	human
GCA_017712495.1_PDT000997086.1	SAMN18323991	II	human
GCA_017712475.1_PDT000996231.1	SAMN18323961	II	human
GCA_017712455.1_PDT000996244.1	SAMN18324273	II	human
GCA_017712435.1_PDT000996252.1	SAMN18324265	II	human
GCA_017712415.1_PDT000996254.1	SAMN18324264	II	human
GCA_017712395.1_PDT000996257.1	SAMN18324261	II	human
GCA_017712375.1_PDT000996260.1	SAMN18324258	II	human
GCA_017712355.1_PDT000996258.1	SAMN18324260	II	human
GCA_017712335.1_PDT000996261.1	SAMN18324257	II	human
GCA_017712315.1_PDT000996263.1	SAMN18324255	II	human
GCA_017712295.1_PDT000996262.1	SAMN18324256	II	human
GCA_017712275.1_PDT000996264.1	SAMN18323958	II	human
GCA_017712255.1_PDT000996265.1	SAMN18324254	II	human
GCA_017712235.1_PDT000996268.1	SAMN18324251	II	human
GCA_017712215.1_PDT000996269.1	SAMN18324250	II	human
GCA_017712195.1_PDT000996270.1	SAMN18324249	II	human
GCA_017712175.1_PDT000996272.1	SAMN18324247	II	human
GCA_017712155.1_PDT000996289.1	SAMN18324232	II	human
GCA_017712105.1_PDT000996488.1	SAMN18324053	II	human
GCA_017711555.1_PDT000996279.1	SAMN18324241	II	human
GCA_017711535.1_PDT000996314.1	SAMN18324210	II	human
GCA_017711515.1_PDT000996975.1	SAMN18324001	II	human
GCA_017711495.1_PDT000996226.1	SAMN18324289	II	human
GCA_017711455.1_PDT000997097.1	SAMN18323990	II	human
GCA_017711465.1_PDT000996225.1	SAMN18324290	II	human
GCA_017711435.1_PDT000996227.1	SAMN18324288	II	human
GCA_017711415.1_PDT000996230.1	SAMN18324285	II	human
GCA_017711395.1_PDT000996232.1	SAMN18324284	II	human
GCA_017711375.1_PDT000996234.1	SAMN18324282	II	human
GCA_017711355.1_PDT000996235.1	SAMN18324281	II	human
GCA_017711335.1_PDT000996236.1	SAMN18324280	II	human
GCA_017711295.1_PDT000996242.1	SAMN18323960	II	human
GCA_017711315.1_PDT000996237.1	SAMN18324279	II	human
GCA_017711275.1_PDT000996245.1	SAMN18324272	II	human
GCA_017711255.1_PDT000996246.1	SAMN18324271	II	human
GCA_017711235.1_PDT000996248.1	SAMN18324269	II	human
GCA_017711215.1_PDT000996250.1	SAMN18324267	II	human
GCA_017711195.1_PDT000996251.1	SAMN18324266	II	human
GCA_017711175.1_PDT000996259.1	SAMN18324259	II	human
GCA_017711155.1_PDT000996267.1	SAMN18324252	II	human
GCA_017711135.1_PDT000996359.1	SAMN18324169	II	human
GCA_017711115.1_PDT000996363.1	SAMN18324165	II	human
GCA_017711095.1_PDT000996369.1	SAMN18324160	II	human
GCA_017711055.1_PDT000996379.1	SAMN18324151	II	human
GCA_017710335.1_PDT000996432.1	SAMN18324104	II	human
GCA_017710315.1_PDT000996442.1	SAMN18323942	II	human
GCA_017710295.1_PDT000996507.1	SAMN18324035	II	human
GCA_017710275.1_PDT000996639.1	SAMN18324453	II	human
GCA_017710255.1_PDT000996644.1	SAMN18324448	II	human
GCA_017710235.1_PDT000996645.1	SAMN18324447	II	human
GCA_017710215.1_PDT000996650.1	SAMN18324443	II	human
GCA_017710195.1_PDT000996680.1	SAMN18324416	II	human
GCA_017710175.1_PDT000996651.1	SAMN18324442	II	human
GCA_017710155.1_PDT000996681.1	SAMN18324415	II	human
GCA_017710135.1_PDT000996691.1	SAMN18324406	II	human
GCA_017710115.1_PDT000996695.1	SAMN18324403	II	human
GCA_017710095.1_PDT000996685.1	SAMN18324412	II	human
GCA_017710075.1_PDT000996701.1	SAMN18324397	II	human
GCA_017710055.1_PDT000996710.1	SAMN18324389	II	human
GCA_017710035.1_PDT000996751.1	SAMN18324352	II	human
GCA_017710015.1_PDT000996736.1	SAMN18324365	II	human
GCA_017709995.1_PDT000996712.1	SAMN18324387	II	human
GCA_017709955.1_PDT000996756.1	SAMN18324347	II	human
GCA_017709965.1_PDT000996761.1	SAMN18324343	II	human
GCA_017709815.1_PDT000996229.1	SAMN18324286	II	human
GCA_017709795.1_PDT000996330.1	SAMN18324195	II	human
GCA_017709775.1_PDT000996305.1	SAMN18324218	II	human
GCA_017709755.1_PDT000996375.1	SAMN18323948	II	human
GCA_017709735.1_PDT000996386.1	SAMN18323947	II	human
GCA_017709715.1_PDT000996397.1	SAMN18323946	II	human
GCA_017709615.1_PDT000996275.1	SAMN18323957	II	human
GCA_017709595.1_PDT000996276.1	SAMN18324244	II	human
GCA_017709575.1_PDT000996281.1	SAMN18324239	II	human
GCA_017709555.1_PDT000996278.1	SAMN18324242	II	human
GCA_017709535.1_PDT000996280.1	SAMN18324240	II	human
GCA_017709495.1_PDT000996283.1	SAMN18324237	II	human
GCA_017709515.1_PDT000996282.1	SAMN18324238	II	human
GCA_017709475.1_PDT000996284.1	SAMN18324236	II	human
GCA_017709435.1_PDT000996287.1	SAMN18324234	II	human
GCA_017709455.1_PDT000996288.1	SAMN18324233	II	human
GCA_017709415.1_PDT000996291.1	SAMN18324230	II	human
GCA_017709375.1_PDT000996294.1	SAMN18324227	II	human
GCA_017709395.1_PDT000996292.1	SAMN18324229	II	human
GCA_017709355.1_PDT000996368.1	SAMN18324161	II	human
GCA_017709335.1_PDT000996336.1	SAMN18324190	II	human
GCA_017709315.1_PDT000996301.1	SAMN18324222	II	human
GCA_017709295.1_PDT000996295.1	SAMN18324226	II	human
GCA_017709275.1_PDT000996482.1	SAMN18324058	II	human
GCA_017709255.1_PDT000996300.1	SAMN18324223	II	human
GCA_017709235.1_PDT000996299.1	SAMN18324224	II	human
GCA_017709215.1_PDT000996302.1	SAMN18324221	II	human
GCA_017709195.1_PDT000996303.1	SAMN18324220	II	human
GCA_017709175.1_PDT000996307.1	SAMN18324216	II	human
GCA_017709135.1_PDT000996304.1	SAMN18324219	II	human
GCA_017709155.1_PDT000996310.1	SAMN18324214	II	human
GCA_017709115.1_PDT000996312.1	SAMN18324212	II	human
GCA_017709095.1_PDT000996313.1	SAMN18324211	II	human
GCA_017709075.1_PDT000996316.1	SAMN18324208	II	human
GCA_017709055.1_PDT000996311.1	SAMN18324213	II	human
GCA_017709035.1_PDT000996315.1	SAMN18324209	II	human
GCA_017709015.1_PDT000996318.1	SAMN18324206	II	human
GCA_017708995.1_PDT000996323.1	SAMN18324202	II	human
GCA_017708955.1_PDT000996341.1	SAMN18324185	II	human
GCA_017708975.1_PDT000996346.1	SAMN18324181	II	human
GCA_017708935.1_PDT000996344.1	SAMN18324183	II	human
GCA_017708915.1_PDT000996319.1	SAMN18324205	II	human
GCA_017708895.1_PDT000996321.1	SAMN18324204	II	human
GCA_017708875.1_PDT000996322.1	SAMN18324203	II	human
GCA_017708855.1_PDT000996324.1	SAMN18324201	II	human
GCA_017708835.1_PDT000996325.1	SAMN18324200	II	human
GCA_017708815.1_PDT000996328.1	SAMN18324197	II	human
GCA_017708795.1_PDT000996327.1	SAMN18324198	II	human
GCA_017708775.1_PDT000996332.1	SAMN18324194	II	human
GCA_017708755.1_PDT000996333.1	SAMN18324193	II	human
GCA_017708735.1_PDT000996334.1	SAMN18324192	II	human
GCA_017708715.1_PDT000996335.1	SAMN18324191	II	human
GCA_017708695.1_PDT000996337.1	SAMN18324189	II	human
GCA_017708675.1_PDT000996338.1	SAMN18324188	II	human
GCA_017708655.1_PDT000996339.1	SAMN18324187	II	human
GCA_017708635.1_PDT000996340.1	SAMN18324186	II	human
GCA_017708615.1_PDT000996342.1	SAMN18323951	II	human
GCA_017708595.1_PDT000996343.1	SAMN18324184	II	human
GCA_017708575.1_PDT000996347.1	SAMN18324180	II	human
GCA_017708555.1_PDT000996345.1	SAMN18324182	II	human
GCA_017708535.1_PDT000996348.1	SAMN18324179	II	human
GCA_017708515.1_PDT000996349.1	SAMN18324178	II	human
GCA_017708495.1_PDT000996352.1	SAMN18324175	II	human
GCA_017708475.1_PDT000996351.1	SAMN18324176	II	human
GCA_017708455.1_PDT000996350.1	SAMN18324177	II	human
GCA_017708435.1_PDT000996660.1	SAMN18324434	II	human
GCA_017708415.1_PDT000996640.1	SAMN18324452	II	human
GCA_017708395.1_PDT000996717.1	SAMN18324383	II	human
GCA_017708355.1_PDT000996387.1	SAMN18324144	II	human
GCA_017708375.1_PDT000996702.1	SAMN18324396	II	human
GCA_017708335.1_PDT000996364.1	SAMN18323949	II	human
GCA_017708315.1_PDT000996731.1	SAMN18324370	II	human
GCA_017708295.1_PDT000996741.1	SAMN18324361	II	human
GCA_017708275.1_PDT000997117.1	SAMN18324023	II	human
GCA_017708255.1_PDT000996353.1	SAMN18323950	II	human
GCA_017708235.1_PDT000996356.1	SAMN18324172	II	human
GCA_017708215.1_PDT000996357.1	SAMN18324171	II	human
GCA_017708195.1_PDT000996362.1	SAMN18324166	II	human
GCA_017708175.1_PDT000996367.1	SAMN18324162	II	human
GCA_017708155.1_PDT000996371.1	SAMN18324158	II	human
GCA_017708135.1_PDT000996373.1	SAMN18324156	II	human
GCA_017708115.1_PDT000996376.1	SAMN18324154	II	human
GCA_017708095.1_PDT000996377.1	SAMN18324153	II	human
GCA_017708075.1_PDT000996378.1	SAMN18324152	II	human
GCA_017708055.1_PDT000996381.1	SAMN18324149	II	human
GCA_017708015.1_PDT000996383.1	SAMN18324147	II	human
GCA_017708025.1_PDT000996388.1	SAMN18324143	II	human
GCA_017707995.1_PDT000996389.1	SAMN18324142	II	human
GCA_017707975.1_PDT000996393.1	SAMN18324138	II	human
GCA_017707955.1_PDT000996398.1	SAMN18324134	II	human
GCA_017707935.1_PDT000996395.1	SAMN18324136	II	human
GCA_017707915.1_PDT000996400.1	SAMN18324132	II	human
GCA_017707895.1_PDT000996399.1	SAMN18324133	II	human
GCA_017707875.1_PDT000996401.1	SAMN18324131	II	human
GCA_017707855.1_PDT000996437.1	SAMN18324099	II	human
GCA_017707835.1_PDT000996415.1	SAMN18324119	II	human
GCA_017707815.1_PDT000996466.1	SAMN18324073	II	human
GCA_017707795.1_PDT000996534.1	SAMN18324547	II	human
GCA_017707775.1_PDT000996564.1	SAMN18324521	II	human
GCA_017707755.1_PDT000996605.1	SAMN18324484	II	human
GCA_017707735.1_PDT000996599.1	SAMN18324489	II	human
GCA_017707715.1_PDT000996619.1	SAMN18324471	II	human
GCA_017707695.1_PDT000996614.1	SAMN18324475	II	human
GCA_017707635.1_PDT000996676.1	SAMN18324420	II	human
GCA_017707675.1_PDT000996641.1	SAMN18324451	II	human
GCA_017707655.1_PDT000996649.1	SAMN18324444	II	human
GCA_017707615.1_PDT000996690.1	SAMN18324407	II	human
GCA_017707585.1_PDT000996675.1	SAMN18324421	II	human
GCA_017707575.1_PDT000996696.1	SAMN18324402	II	human
GCA_017707555.1_PDT000996697.1	SAMN18324401	II	human
GCA_017707535.1_PDT000996716.1	SAMN18324384	II	human
GCA_017707515.1_PDT000996722.1	SAMN18324378	II	human
GCA_017707495.1_PDT000996762.1	SAMN18324342	II	human
GCA_017707475.1_PDT000996763.1	SAMN18324341	II	human
GCA_017707455.1_PDT000996792.1	SAMN18324315	II	human
GCA_017707435.1_PDT000996766.1	SAMN18324338	II	human
GCA_017707415.1_PDT000996802.1	SAMN18324306	II	human
GCA_017707395.1_PDT000996402.1	SAMN18324130	II	human
GCA_017707375.1_PDT000996822.1	SAMN18324017	II	human
GCA_017707355.1_PDT000996409.1	SAMN18323927	II	human
GCA_017707335.1_PDT000996408.1	SAMN18323945	II	human
GCA_017707315.1_PDT000996404.1	SAMN18324128	II	human
GCA_017707295.1_PDT000996413.1	SAMN18324121	II	human
GCA_017707275.1_PDT000996417.1	SAMN18324117	II	human
GCA_017707255.1_PDT000996420.1	SAMN18323944	II	human
GCA_017707235.1_PDT000996418.1	SAMN18324116	II	human
GCA_017707215.1_PDT000996423.1	SAMN18324112	II	human
GCA_017707195.1_PDT000996424.1	SAMN18324111	II	human
GCA_017707175.1_PDT000996425.1	SAMN18324110	II	human
GCA_017707155.1_PDT000996426.1	SAMN18324109	II	human
GCA_017707135.1_PDT000996427.1	SAMN18324108	II	human
GCA_017707115.1_PDT000996430.1	SAMN18324105	II	human
GCA_017707095.1_PDT000996428.1	SAMN18324107	II	human
GCA_017707075.1_PDT000996429.1	SAMN18324106	II	human
GCA_017707035.1_PDT000996434.1	SAMN18324102	II	human
GCA_017707055.1_PDT000996433.1	SAMN18324103	II	human
GCA_017706995.1_PDT000996436.1	SAMN18324100	II	human
GCA_017707015.1_PDT000996435.1	SAMN18324101	II	human
GCA_017706975.1_PDT000996440.1	SAMN18324096	II	human
GCA_017706955.1_PDT000996441.1	SAMN18324095	II	human
GCA_017706935.1_PDT000996443.1	SAMN18324094	II	human
GCA_017706915.1_PDT000996445.1	SAMN18324092	II	human
GCA_017706895.1_PDT000996444.1	SAMN18324093	II	human
GCA_017706875.1_PDT000996447.1	SAMN18324090	II	human
GCA_017706855.1_PDT000996448.1	SAMN18324089	II	human
GCA_017706835.1_PDT000996450.1	SAMN18324087	II	human
GCA_017706815.1_PDT000996449.1	SAMN18324088	II	human
GCA_017706795.1_PDT000996452.1	SAMN18324085	II	human
GCA_017706775.1_PDT000996453.1	SAMN18323941	II	human
GCA_017706755.1_PDT000996454.1	SAMN18324084	II	human
GCA_017706735.1_PDT000996455.1	SAMN18324083	II	human
GCA_017706715.1_PDT000996457.1	SAMN18324081	II	human
GCA_017706695.1_PDT000996459.1	SAMN18324079	II	human
GCA_017706675.1_PDT000996458.1	SAMN18324080	II	human
GCA_017706655.1_PDT000996460.1	SAMN18324078	II	human
GCA_017706635.1_PDT000996464.1	SAMN18323940	II	human
GCA_017706615.1_PDT000996468.1	SAMN18324071	II	human
GCA_017706595.1_PDT000996465.1	SAMN18324074	II	human
GCA_017706575.1_PDT000996469.1	SAMN18324070	II	human
GCA_017706555.1_PDT000996467.1	SAMN18324072	II	human
GCA_017706535.1_PDT000996470.1	SAMN18324069	II	human
GCA_017706515.1_PDT000996474.1	SAMN18324065	II	human
GCA_017706495.1_PDT000996480.1	SAMN18324060	II	human
GCA_017706475.1_PDT000996479.1	SAMN18324061	II	human
GCA_017706455.1_PDT000996481.1	SAMN18324059	II	human
GCA_017706435.1_PDT000996483.1	SAMN18324057	II	human
GCA_017706415.1_PDT000996484.1	SAMN18324056	II	human
GCA_017706395.1_PDT000996490.1	SAMN18324051	II	human
GCA_017706375.1_PDT000996491.1	SAMN18324050	II	human
GCA_017706355.1_PDT000996486.1	SAMN18323938	II	human
GCA_017706335.1_PDT000996492.1	SAMN18324049	II	human
GCA_017706315.1_PDT000996493.1	SAMN18324048	II	human
GCA_017706285.1_PDT000996498.1	SAMN18324044	II	human
GCA_017706275.1_PDT000996495.1	SAMN18324046	II	human
GCA_017706255.1_PDT000996494.1	SAMN18324047	II	human
GCA_017706215.1_PDT000996501.1	SAMN18324041	II	human
GCA_017706235.1_PDT000996499.1	SAMN18324043	II	human
GCA_017706195.1_PDT000996503.1	SAMN18324039	II	human
GCA_017706175.1_PDT000996505.1	SAMN18324037	II	human
GCA_017706155.1_PDT000996500.1	SAMN18324042	II	human
GCA_017706135.1_PDT000996504.1	SAMN18324038	II	human
GCA_017706115.1_PDT000996508.1	SAMN18323936	II	human
GCA_017706085.1_PDT000996509.1	SAMN18324034	II	human
GCA_017706075.1_PDT000996506.1	SAMN18324036	II	human
GCA_017706055.1_PDT000996510.1	SAMN18324033	II	human
GCA_017706035.1_PDT000996511.1	SAMN18324032	II	human
GCA_017706015.1_PDT000996543.1	SAMN18324539	II	human
GCA_017705995.1_PDT000996528.1	SAMN18324553	II	human
GCA_017705975.1_PDT000996558.1	SAMN18324525	II	human
GCA_017705955.1_PDT000996544.1	SAMN18324538	II	human
GCA_017705935.1_PDT000996549.1	SAMN18324534	II	human
GCA_017705915.1_PDT000996585.1	SAMN18324502	II	human
GCA_017705895.1_PDT000996594.1	SAMN18324494	II	human
GCA_017705875.1_PDT000996595.1	SAMN18324493	II	human
GCA_017705855.1_PDT000996620.1	SAMN18324470	II	human
GCA_017705835.1_PDT000996624.1	SAMN18324466	II	human
GCA_017705815.1_PDT000996629.1	SAMN18324462	II	human
GCA_017705795.1_PDT000996625.1	SAMN18324465	II	human
GCA_017705775.1_PDT000996630.1	SAMN18324461	II	human
GCA_017705755.1_PDT000996686.1	SAMN18324411	II	human
GCA_017705735.1_PDT000996659.1	SAMN18323976	II	human
GCA_017705715.1_PDT000996656.1	SAMN18324437	II	human
GCA_017705695.1_PDT000996646.1	SAMN18324446	II	human
GCA_017705675.1_PDT000996705.1	SAMN18324394	II	human
GCA_017705655.1_PDT000996727.1	SAMN18324374	II	human
GCA_017705635.1_PDT000996746.1	SAMN18324356	II	human
GCA_017705615.1_PDT000996753.1	SAMN18324350	II	human
GCA_017705595.1_PDT000996772.1	SAMN18324333	II	human
GCA_017705575.1_PDT000996777.1	SAMN18324328	II	human
GCA_017705555.1_PDT000996808.1	SAMN18324301	II	human
GCA_017705535.1_PDT000997022.1	SAMN18324642	II	human
GCA_017705515.1_PDT000997007.1	SAMN18324655	II	human
GCA_017705495.1_PDT000996814.1	SAMN18324295	II	human
GCA_017711035.1_PDT000996522.1	SAMN18324291	II	human
GCA_017711015.1_PDT000996462.1	SAMN18324076	II	human
GCA_017705475.1_PDT000997057.1	SAMN18324611	II	human
GCA_017705455.1_PDT000997098.1	SAMN18324574	II	human
GCA_017710995.1_PDT000996654.1	SAMN18324439	II	human
GCA_017710975.1_PDT000996666.1	SAMN18324428	II	human
GCA_017705435.1_PDT000997103.1	SAMN18324569	II	human
GCA_017705415.1_PDT000997076.1	SAMN18324594	II	human
GCA_017710955.1_PDT000996700.1	SAMN18324398	II	human
GCA_017705395.1_PDT000996515.1	SAMN18324028	II	human
GCA_017705375.1_PDT000996518.1	SAMN18324025	II	human
GCA_017705355.1_PDT000997112.1	SAMN18324561	II	human
GCA_017705335.1_PDT000996514.1	SAMN18324029	II	human
GCA_017705295.1_PDT000996520.1	SAMN18323926	II	human
GCA_017705315.1_PDT000996516.1	SAMN18324027	II	human
GCA_017710925.1_PDT000996711.1	SAMN18324388	II	human
GCA_017710915.1_PDT000996783.1	SAMN18324324	II	human
GCA_017710855.1_PDT000996843.1	SAMN18324013	II	human
GCA_017710885.1_PDT000996757.1	SAMN18324346	II	human
GCA_017710875.1_PDT000996752.1	SAMN18324351	II	human
GCA_017705275.1_PDT000996521.1	SAMN18324558	II	human
GCA_017705255.1_PDT000996524.1	SAMN18324556	II	human
GCA_017705235.1_PDT000996523.1	SAMN18324557	II	human
GCA_017705215.1_PDT000996525.1	SAMN18324555	II	human
GCA_017710535.1_PDT000996355.1	SAMN18324173	II	human
GCA_017710505.1_PDT000996320.1	SAMN18323953	II	human
GCA_017710495.1_PDT000996354.1	SAMN18324174	II	human
GCA_017710475.1_PDT000996360.1	SAMN18324168	II	human
GCA_017710455.1_PDT000996361.1	SAMN18324167	II	human
GCA_017710435.1_PDT000996370.1	SAMN18324159	II	human
GCA_017710415.1_PDT000996385.1	SAMN18324145	II	human
GCA_017710395.1_PDT000996405.1	SAMN18324127	II	human
GCA_017710375.1_PDT000996391.1	SAMN18324140	II	human
GCA_017710355.1_PDT000996411.1	SAMN18324123	II	human
GCA_017705195.1_PDT000996527.1	SAMN18324554	II	human
GCA_017705175.1_PDT000996526.1	SAMN18323988	II	human
GCA_017705155.1_PDT000996530.1	SAMN18324551	II	human
GCA_017705135.1_PDT000996529.1	SAMN18324552	II	human
GCA_017705115.1_PDT000996531.1	SAMN18324550	II	human
GCA_017705095.1_PDT000996532.1	SAMN18324549	II	human
GCA_017705075.1_PDT000996533.1	SAMN18324548	II	human
GCA_017705055.1_PDT000996537.1	SAMN18323987	II	human
GCA_017705035.1_PDT000996538.1	SAMN18324544	II	human
GCA_017705015.1_PDT000996536.1	SAMN18324545	II	human
GCA_017704995.1_PDT000996540.1	SAMN18324542	II	human
GCA_017704975.1_PDT000996539.1	SAMN18324543	II	human
GCA_017704955.1_PDT000996542.1	SAMN18324540	II	human
GCA_017704935.1_PDT000996541.1	SAMN18324541	II	human
GCA_017704915.1_PDT000996545.1	SAMN18324537	II	human
GCA_017704895.1_PDT000996552.1	SAMN18324531	II	human
GCA_017704875.1_PDT000996550.1	SAMN18324533	II	human
GCA_017704845.1_PDT000996547.1	SAMN18324535	II	human
GCA_017704835.1_PDT000996546.1	SAMN18324536	II	human
GCA_017704815.1_PDT000996548.1	SAMN18323986	II	human
GCA_017704795.1_PDT000996553.1	SAMN18324530	II	human
GCA_017704775.1_PDT000996554.1	SAMN18324529	II	human
GCA_017704745.1_PDT000996555.1	SAMN18324528	II	human
GCA_017704735.1_PDT000996560.1	SAMN18323931	II	human
GCA_017704715.1_PDT000996556.1	SAMN18324527	II	human
GCA_017704675.1_PDT000996581.1	SAMN18324505	II	human
GCA_017704685.1_PDT000996557.1	SAMN18324526	II	human
GCA_017704655.1_PDT000996580.1	SAMN18324506	II	human
GCA_017704635.1_PDT000996584.1	SAMN18324503	II	human
GCA_017704615.1_PDT000996586.1	SAMN18324501	II	human
GCA_017704595.1_PDT000996561.1	SAMN18324524	II	human
GCA_017704575.1_PDT000996562.1	SAMN18324523	II	human
GCA_017704555.1_PDT000996563.1	SAMN18324522	II	human
GCA_017704535.1_PDT000996565.1	SAMN18324520	II	human
GCA_017704515.1_PDT000996566.1	SAMN18324519	II	human
GCA_017704495.1_PDT000996567.1	SAMN18324518	II	human
GCA_017704475.1_PDT000996568.1	SAMN18324517	II	human
GCA_017704455.1_PDT000996570.1	SAMN18324515	II	human
GCA_017704435.1_PDT000996600.1	SAMN18324488	II	human
GCA_017704415.1_PDT000996569.1	SAMN18324516	II	human
GCA_017704395.1_PDT000996571.1	SAMN18323984	II	human
GCA_017704375.1_PDT000996610.1	SAMN18324479	II	human
GCA_017704355.1_PDT000996636.1	SAMN18324455	II	human
GCA_017704335.1_PDT000997020.1	SAMN18324644	II	human
GCA_017704315.1_PDT000996572.1	SAMN18324514	II	human
GCA_017704295.1_PDT000996747.1	SAMN18324355	II	human
GCA_017704275.1_PDT000996573.1	SAMN18324513	II	human
GCA_017704255.1_PDT000996574.1	SAMN18324512	II	human
GCA_017704235.1_PDT000996576.1	SAMN18324510	II	human
